title,link,snippet,date_range,date
Cabinet extends term of 15th Finance Commission,https://www.thehindu.com/news/national/cabinet-extends-term-of-15th-finance-commission/article30095249.ece,"The Union Cabinet on Wednesday extended the term of 15th Finance Commission, which is to decide on division of tax and other resources between the Centre and ...",11/07/2019 to 12/07/2019,
"We are a government that listens, says finance minister ...",https://timesofindia.indiatimes.com/business/india-business/we-are-a-government-that-listens-says-finance-minister-nirmala-sitharaman/articleshow/72335382.cms,"NEW DELHI: Finance Minister Nirmala Sitharaman on Monday said the criticism that the government is not willing to listen is ""absolutely unfair"" and ...",11/07/2019 to 12/07/2019,
Indiabulls Housing Finance: MCA has found nothing wrong ...,https://www.cnbctv18.com/finance/indiabulls-housing-finance-mca-has-found-nothing-wrong-with-5-accounts-under-inspection-4798121.htm,Indiabulls Housing Finance's counsel has argued that the company was not being able to raise any funds due to the public interest litigation (PIL) filed by ...,11/07/2019 to 12/07/2019,
Esaf Small Finance Bank NEWS,https://www.cnbctv18.com/tags/esaf-small-finance-bank.htm,"Esaf small finance bank: Read all latest news and live updates on Esaf small finance bank including breaking news on Esaf small finance bank, Esaf small ...",12/08/2019 to 01/07/2020,
Page 12 - stock market investing,https://www.business-standard.com/topic/stock-market-investing/page-12,Page 12 - stock market investing: stock market investing - Read all the latest news headline updates on stock market investing.,12/08/2019 to 01/07/2020,
"Ujjivan Small Finance Bank Ltd IPO 2019 Price, Date, ...",https://www.business-standard.com/markets/ipo/ujjivan-small-finance-bank-ltd-ipo-70055,"Ujjivan Small Finance Bank Ltd IPO 2019 - Get Ujjivan Small open and close date, listing date, price band, IPO lot size, allotment, subscription status, ...",12/08/2019 to 01/07/2020,
Finance ministry declines to share Swiss bank accounts ...,https://timesofindia.indiatimes.com/business/india-business/finance-ministry-declines-to-share-swiss-bank-accounts-details-of-indians-citing-confidentiality/articleshow/72936589.cms,"India Business News: The finance ministry has declined to share Swiss bank accounts details of Indians saying it is covered under ""confidentiality ...",12/08/2019 to 01/07/2020,
Bank credit grows 7.10% to Rs 99.47 lakh cr; deposits up ...,https://m.economictimes.com/industry/banking/finance/banking/bank-credit-grows-7-10-to-rs-99-47-lakh-cr-deposits-up-10-to-rs-130-lakh-cr/articleshow/73073721.cms,"On a year-on-year basis, banks' credit growth slowed to 7.2 per cent to Rs 86.73 lakh crore in November 2019 from 13.8 per cent increase to Rs 80.93 lakh ...",12/08/2019 to 01/07/2020,
Geefcee Finance Ltd Share Price - BSE,https://www.businesstoday.in/stocks/geefcee-finance-ltd-share-price-362762,"Geefcee Finance Ltd Share price BSE today: check share/stock price of Geefcee Finance Ltd today, get live BSE stock price of Geefcee Finance Ltd with ...",12/08/2019 to 01/07/2020,
Personal Finance: '22 million seek credit each month,https://indianexpress.com/article/business/personal-finance-22-million-seek-credit-each-month-70-drop-out-due-to-complexities-6162809/,Personal Finance: '22 million seek credit each month; 70% drop out due to complexities'. Cibil's research revealed that 70 per cent of credit applicants dropped ...,12/08/2019 to 01/07/2020,
Poonawalla Finance crosses INR 1000 crore AUM,https://www.aninews.in/news/business/poonawalla-finance-crosses-inr-1000-crore-aum20191212171026,... Indian financial market today as it limits the growth of entrepreneurship in India. Poonawalla Finance aims to address the massive credit financing gap in ...,12/08/2019 to 01/07/2020,
Opinion | Where has all the money gone from the system? - Mint,https://www.livemint.com/money/personal-finance/where-has-all-the-money-gone-from-the-system-11575966965857.html,"What's happened to the Indian economy? From an aspiring 10% growth, we are struggling to do half of that. The mood is down. Consumers are not buying.",12/08/2019 to 01/07/2020,
RBI looking to harmonise provisioning by all banks,https://www.financialexpress.com/business/banking-finance-rbi-looking-to-harmonise-provisioning-by-all-banks-1796998/,"Get Live Share Market updates, Stock Market Quotes, and the latest India News ... Read More and business news on Financial Express. Download the Financial ...",12/08/2019 to 01/07/2020,
"IIFL Finance Limited Share Price Today, Stock ...",https://www.nseindia.com/get-quotes/equity?symbol=IIFL,"IIFL Finance Limited Share Price Today, Live NSE Stock Price: Get the latest IIFL Finance Limited news, company updates, quotes, offers, annual financial ...",01/08/2020 to 02/07/2020,
Finance - News,https://health.economictimes.indiatimes.com/news/finance,India's MedPlus Health posts two-fold surge in Q4 profit on strong sales · The omnichannel retail pharmacy said its consolidated net profit rose to 265.8 million ...,01/08/2020 to 02/07/2020,
"India finance minister Sitharaman on budget, growth, fiscal ...",https://www.cnbc.com/2020/02/03/india-finance-minister-sitharaman-on-budget-growth-fiscal-deficit.html,India Finance Minister Nirmala Sitharaman told CNBC an improvement in the government's revenue generation would enable it to invest more into infrastructure ...,01/08/2020 to 02/07/2020,
"""Finance Ministry begins exercise for Union Budget ...",https://twitter.com/airnewsalerts/status/1220949685101182976,Finance Ministry begins exercise for Union Budget for 2020-21 to be presented to Parliament on February 1. #Budget2020.,01/08/2020 to 02/07/2020,
Ujjivan is a rare bright spot in Indian finance,https://www.economist.com/finance-and-economics/2020/02/06/ujjivan-is-a-rare-bright-spot-in-indian-finance,Finance & economics | Small change. Ujjivan is a rare bright spot in Indian finance. Its shares are up 50% since an IPO in December. Safety in numbers. Feb 6th ...,01/08/2020 to 02/07/2020,
False alarm over domestic savings in India? - Mint,https://www.livemint.com/money/personal-finance/false-alarm-over-household-savings-in-india-11578902664194.html,"'Physical savings' of households, which is behind the decline in domestic savings rate, reflects inaccurately captured investments of the unorganized sector.",01/08/2020 to 02/07/2020,
Why India must end Yes Bank's theater of the absurd,https://m.economictimes.com/industry/banking/finance/banking/why-india-must-end-yes-banks-theater-of-the-absurd/articleshow/73222272.cms,"An implosion at the bank will be awful news for construction, real-estate and shadow banking, three crucial sectors starved of funding.",01/08/2020 to 02/07/2020,
$5 trillion economy target needs doubling of banking credit,https://www.business-standard.com/article/finance/5-trillion-economy-target-needs-doubling-of-banking-credit-sbi-chairman-120011900415_1.html,"“At present, the Indian banking credit outstanding is around Rs 99 trillion and for India to become a $5 trillion economy, it needs to be at least doubled over ...",01/08/2020 to 02/07/2020,
India's latest budget looks short on business treats,https://www.ft.com/content/fb4c9836-46a7-11ea-aeb3-955839e06441,"Stocks reacted badly to the budget of India's finance minister Nirmala Sitharaman, with the benchmark Sensex index dropping 2.4% on Saturday.",01/08/2020 to 02/07/2020,
India finance minister defends 2021 fiscal deficit target of 3.5 ...,https://www.youtube.com/watch?v=KJxnNVitpx4,India finance minister defends 2021 fiscal deficit target of 3.5% amid sluggish growth. 1.2K views · 4 years ago ...more. CNBC International News. 391K.,01/08/2020 to 02/07/2020,
Finance,https://yourstory.com/tag/finance-,Machine Learning in Finance: Empowering Predictive Analytics. 20th Jun 2023 ; Nippon India Mutual Fund adds most folios in FY23; tally nears 2 Cr on digital.,02/08/2020 to 03/09/2020,
"Latest green finance , Information & Updates",https://bfsi.economictimes.indiatimes.com/tag/green+finance,"The Indian government plans to borrow Rs 6.55 lakh crore in the second half of the current fiscal year, unchanged from its earlier announcement. It also intends ...",02/08/2020 to 03/09/2020,
"Equity Market Watch, Live Nifty & Sensex Charts & News",https://www.nseindia.com/market-data/live-equity-market,"The National Stock Exchange of India (NSE) is the leading stock exchange of India offering live equity market watch updates including nifty, sensex today ...",02/08/2020 to 03/09/2020,
RBI unveils 5-yr financial inclusion strategy: Here're key ...,https://www.business-standard.com/article/finance/rbi-unveils-5-yr-financial-inclusion-strategy-here-re-key-recommendations-120022100029_1.html,"The Reserve Bank of India (RBI) has come up with a National Strategy for Financial Inclusion 2019-24, aimed at providing access to formal financial services ...",02/08/2020 to 03/09/2020,
Rana Kapoor: The rise and quick downfall of a maverick ...,https://www.thehindu.com/news/national/yes-bank-crisis-rana-kapoor-the-rise-and-quick-downfall-of-a-maverick-banker/article61964892.ece,"Rana Kapoor, a former Bank of America executive, set up Rabo India Finance, a non-banking finance company, with the help of Rabo Bank in 1997-98.",02/08/2020 to 03/09/2020,
"At USD 83.5 bn, India has 3rd highest trade-related illicit ...",https://m.economictimes.com/news/economy/finance/at-usd-83-5-bn-india-has-3rd-highest-trade-related-illicit-financial-flow-globally-report/articleshow/74458776.cms,India has the third-highest trade-related illicit financial flow among over 135 countries with a whopping USD 83.5 billion escaping the government's tax net.,02/08/2020 to 03/09/2020,
Sachin Bansal aims to simplify financial services to make it ...,https://www.cnbctv18.com/finance/aim-is-to-simplify-financial-services-and-make-it-more-accessible-says-flipkarts-sachin-bansal-5332701.htm,"Bansal is on a mission to revolutionise and disrupt India's banking system, looking to simplify financial services and make it more accessible.",02/08/2020 to 03/09/2020,
Canopy Finance Share Price,https://economictimes.indiatimes.com/canopy-finance-ltd/stocks/companyid-61628.cms,Canopy Finance Ltd. share price moved up by 4.98% from its previous close of Rs 80.19. Canopy Finance Ltd. stock last traded price is 84.19.,02/08/2020 to 03/09/2020,
"Post merger, Allahabad and Indian Bank to have ...",https://www.business-standard.com/article/finance/post-merger-allahabad-and-indian-bank-to-have-rs-10-trn-in-2-yrs-official-120030201272_1.html,"The merged entity of Allahabad Bank and Indian Bank will have around 10,000 branches, with combined business of Rs 10 trillion in the next two to three ...",02/08/2020 to 03/09/2020,
Central Bank of India plans to exit housing finance subsidiary,https://www.livemint.com/companies/news/central-bank-of-india-plans-to-exit-housing-finance-subsidiary-11582446319438.html,"State-run Central Bank of India is looking to sell its entire 64.40% stake in its housing finance subsidiary – Cent Bank Home Finance (CBHFL), a top bank ...",02/08/2020 to 03/09/2020,
Finance,https://www.vccircle.com/industry/finance/47/496?amp=1,"Stay updated with the latest financial news, funding developments, government policies, and insights shaping the finance sector in India. AllProPremium · Govt ...",03/10/2020 to 04/09/2020,
News and Media,https://www.avantifinance.in/news-and-media,"Latest News ; Avanti Finance raises Rs 195 Cr in series A and debt funding led by marquee investors. ET BFSI, 7th April 2022 ; Avanti Finance raises $15 million ...",03/10/2020 to 04/09/2020,
How the coronavirus has hit Indian and global markets,https://m.economictimes.com/wealth/personal-finance-news/how-the-coronavirus-has-hit-indian-and-global-markets/articleshow/74745391.cms,"The virus that has spooked the world's markets and sparked fears of global recession, has also played havoc with India's macro indicators.",03/10/2020 to 04/09/2020,
Stay Informed: Discover Shubham Housing Finance News,https://www.shubham.co/newsroom,"Shubham Housing Development Finance Company, one of India's leading housing financ... Read More. #. Shubham Housing raises Rs305 crore from PremjiInvest ...",03/10/2020 to 04/09/2020,
"Sensex tanks over 1300 points, Nifty slips 4% - Mint",https://www.livemint.com/market/live-blog/live-blog-sensex-nifty-live-today-30-03-2020-nifty-nse-bse-news-updates-11585537059282.html,"Indian equity market started the week on a negative note and closed sharply lower. Key indices--Sensex and Nifty--failed to extend gains from last week, though ...",03/10/2020 to 04/09/2020,
